artist,artist_processed,rank,song,year,ID_index,negative,positive,n
joey lawrence,joey lawrence,92,nothin my love cant fix,1993,2892,7,25,423
"green jell""y","green jell""y",93,three little pigs,1993,2893,10,10,545
aerosmith,aerosmith,94,livin on the edge,1993,2894,4,5,297
gin blossoms,gin blossoms,95,hey jealousy,1993,2895,9,3,299
sting,sting,96,if i ever lose my faith in you,1993,2896,NA,NA,NA
tony toni tone,tony toni tone,97,anniversary,1993,2897,0,9,294
jade,jade,98,one woman,1993,2898,1,17,353
taylor dayne,taylor dayne,99,cant get enough of your love,1993,2899,2,15,244
def leppard,def leppard,100,two steps behind,1993,2900,1,5,210
ace of base,ace of base,1,the sign,1994,2901,1,6,263
all4one,all4one,2,i swear,1994,2902,NA,NA,NA
boyz ii men,boyz ii men,3,ill make love to you,1994,2903,0,15,285
celine dion,celine dion,4,the power of love,1994,2904,2,11,206
mariah carey,mariah carey,5,hero,1994,2905,7,27,266
lisa loeb and nine stories,lisa loeb,6,stay i missed you,1994,2906,9,9,265
lisa loeb and nine stories,nine stories,6,stay i missed you,1994,2906,9,9,265
toni braxton,toni braxton,7,breathe again,1994,2907,0,25,403
bryan adams rod stewart and sting,bryan adams rod stewart,8,all for love,1994,2908,3,16,337
bryan adams rod stewart and sting,sting,8,all for love,1994,2908,3,16,337
ace of base,ace of base,9,all that she wants,1994,2909,2,3,211
ace of base,ace of base,10,dont turn around,1994,2910,12,10,281
r kelly,r kelly,11,bump n grind,1994,2911,26,11,331
janet jackson,janet jackson,12,again,1994,2912,3,13,203
madonna,madonna,13,ill remember,1994,2913,10,6,209
saltnpepa and en vogue,saltnpepa,14,whatta man,1994,2914,NA,NA,NA
saltnpepa and en vogue,en vogue,14,whatta man,1994,2914,NA,NA,NA
john mellencamp featuring meshell ndegeocello,john mellencamp,15,wild night,1994,2915,3,2,212
john mellencamp featuring meshell ndegeocello,meshell ndegeocello,15,wild night,1994,2915,3,2,212
mariah carey,mariah carey,16,without you  never forget you,1994,2916,NA,NA,NA
toni braxton,toni braxton,17,you mean the world to me,1994,2917,0,18,402
elton john,elton john,18,can you feel the love tonight,1994,2918,1,7,173
prince,prince,19,the most beautiful girl in the world,1994,2919,4,14,266
coolio,coolio,20,fantastic voyage,1994,2920,16,13,550
big mountain,big mountain,21,baby i love your way,1994,2921,3,24,296
warren g featuring nate dogg,warren g,22,regulate,1994,2922,9,8,466
warren g featuring nate dogg,nate dogg,22,regulate,1994,2922,9,8,466
jon secada,jon secada,23,if you go,1994,2923,6,5,291
aaliyah,aaliyah,24,back  forth,1994,2924,1,8,219
richard marx,richard marx,25,now and forever,1994,2925,6,2,129
babyface,babyface,26,when can i see you,1994,2926,2,1,197
bryan adams,bryan adams,27,please forgive me,1994,2927,5,58,383
all4one,all4one,28,so much in love,1994,2928,NA,NA,NA
saltnpepa,saltnpepa,29,shoop,1994,2929,NA,NA,NA
janet jackson,janet jackson,30,any time any place,1994,2930,5,11,225
collective soul,collective soul,31,shine,1994,2931,0,10,185
michael bolton,michael bolton,32,said i loved youbut i lied,1994,2932,4,27,273
enigma,enigma,33,return to innocence,1994,2933,3,10,94
sheryl crow,sheryl crow,34,all i wanna do,1994,2934,2,23,420
crash test dummies,crash test dummies,35,mmm mmm mmm mmm,1994,2935,2,2,144
tevin campbell,tevin campbell,36,can we talk,1994,2936,1,11,440
da brat,da brat,37,funkdafied,1994,2937,9,10,344
meat loaf,meat loaf,38,id do anything for love but i wont do that,1994,2938,8,46,844
drs,drs,39,gangsta lean,1994,2939,6,11,520
10000 maniacs,10000 maniacs,40,because the night,1994,2940,9,11,220
us3,us3,41,cantaloop flip fantasia,1994,2941,1,6,415
tag team,tag team,42,whoomp there it is,1994,2942,11,11,374
melissa etheridge,melissa etheridge,43,come to my window,1994,2943,2,6,254
changing faces,changing faces,44,stroke you up,1994,2944,1,8,584
tevin campbell,tevin campbell,45,im ready,1994,2945,3,62,290
crystal waters,crystal waters,46,100 pure love,1994,2946,4,14,285
mariah carey,mariah carey,47,anytime you need a friend,1994,2947,9,14,210
janet jackson,janet jackson,48,because of love,1994,2948,0,60,313
the cranberries,the cranberries,49,linger,1994,2949,11,2,286
beck,beck,50,loser,1994,2950,24,2,317
gin blossoms,gin blossoms,51,found out about you,1994,2951,3,7,247
snoop doggy dogg,snoop doggy dogg,52,gin and juice,1994,2952,15,8,547
immature,immature,53,never lie,1994,2953,2,28,254
bruce springsteen,bruce springsteen,54,streets of philadelphia,1994,2954,1,5,136
domino,domino,55,getto jam,1994,2955,18,19,567
luther vandross and mariah carey,luther vandross,56,endless love,1994,2956,1,8,122
luther vandross and mariah carey,mariah carey,56,endless love,1994,2956,1,8,122
aaron hall,aaron hall,57,i miss you,1994,2957,9,9,185
xscape,xscape,58,understanding,1994,2958,0,5,376
warren g,warren g,59,this dj,1994,2959,7,9,342
jodeci,jodeci,60,cry for you,1994,2960,11,4,312
2pac,2pac,61,keep ya head up,1994,2961,20,27,775
snoop doggy dogg,snoop doggy dogg,62,whats my name,1994,2962,NA,NA,NA
real mccoy,real mccoy,63,another night,1994,2963,5,51,418
r kelly,r kelly,64,your bodys callin,1994,2964,1,3,232
69 boyz,69 boyz,65,tootsee roll,1994,2965,5,6,595
jimmy cliff,jimmy cliff,66,i can see clearly now,1994,2966,2,37,164
babyface,babyface,67,never keeping secrets,1994,2967,8,7,502
aerosmith,aerosmith,68,crazy,1994,2968,27,15,307
xscape,xscape,69,just kickin it,1994,2969,1,37,407
aaliyah,aaliyah,70,at your best you are love,1994,2970,3,12,261
meat loaf,meat loaf,71,rock and roll dreams come through,1994,2971,11,17,410
aerosmith,aerosmith,72,amazing,1994,2972,NA,NA,NA
erasure,erasure,73,always,1994,2973,2,2,103
zhane,zhane,74,groove thang,1994,2974,5,11,295
gabrielle,gabrielle,75,dreams,1994,2975,0,15,297
culture beat,culture beat,76,mr vain,1994,2976,11,7,320
tom petty and the heartbreakers,tom petty,77,mary janes last dance,1994,2977,9,2,239
tom petty and the heartbreakers,the heartbreakers,77,mary janes last dance,1994,2977,9,2,239
swv,swv,78,anything,1994,2978,0,8,168
joshua kadison,joshua kadison,79,beautiful in my eyes,1994,2979,3,17,188
eternal,eternal,80,stay,1994,2980,5,5,269
craig mack,craig mack,81,flava in ya ear,1994,2981,19,16,576
queen latifah,queen latifah,82,unity,1994,2982,15,22,591
seal,seal,83,prayer for the dying,1994,2983,3,5,240
madonna,madonna,84,secret,1994,2984,1,8,261
ini kamoze,ini kamoze,85,here comes the hotstepper,1994,2985,24,21,299
phil collins,phil collins,86,everyday,1994,2986,6,5,267
tim mcgraw,tim mcgraw,87,dont take the girl,1994,2987,0,12,240
heavy d & the boyz,heavy d,88,got me waiting,1994,2988,1,23,511
heavy d & the boyz,the boyz,88,got me waiting,1994,2988,1,23,511
the four seasons,the four seasons,89,december 1963 oh what a night,1994,2989,1,7,410
tim mcgraw,tim mcgraw,90,indian outlaw,1994,2990,2,4,188
bon jovi,bon jovi,91,always,1994,2991,4,13,340
candlebox,candlebox,92,far behind,1994,2992,14,15,353
ahmad,ahmad,93,back in the day,1994,2993,12,12,954
bonnie raitt,bonnie raitt,94,love sneakin up on you,1994,2994,3,5,131
general public,general public,95,ill take you there,1994,2995,4,24,295
tevin campbell,tevin campbell,96,always in my heart,1994,2996,7,20,554
haddaway,haddaway,97,what is love,1994,2997,29,17,226
babyface,babyface,98,and our feelings,1994,2998,4,8,283
ice cube featuring george clinton,ice cube,99,bop gun one nation,1994,2999,6,8,566
ice cube featuring george clinton,george clinton,99,bop gun one nation,1994,2999,6,8,566
brandy,brandy,100,i wanna be down,1994,3000,3,12,295
coolio featuring lv,coolio,1,gangstas paradise,1995,3001,8,15,478
coolio featuring lv,lv,1,gangstas paradise,1995,3001,8,15,478
tlc,tlc,2,waterfalls,1995,3002,12,17,441
tlc,tlc,3,creep,1995,3003,6,6,319
seal,seal,4,kiss from a rose,1995,3004,11,12,372
boyz ii men,boyz ii men,5,on bended knee,1995,3005,11,26,528
real mccoy,real mccoy,6,another night,1995,3006,5,51,418
mariah carey,mariah carey,7,fantasy,1995,3007,0,27,260
madonna,madonna,8,take a bow,1995,3008,5,28,357
monica,monica,9,dont take it personal just one of dem days,1995,3009,8,10,398
montell jordan,montell jordan,10,this is how we do it,1995,3010,0,17,553
dionne farris,dionne farris,11,i know,1995,3011,1,4,181
boyz ii men,boyz ii men,12,water runs dry,1995,3012,8,6,205
adina howard,adina howard,13,freak like me,1995,3013,10,13,353
blues traveler,blues traveler,14,runaround,1995,3014,5,17,441
all4one,all4one,15,i can love you like that,1995,3015,NA,NA,NA
bryan adams,bryan adams,16,have you ever really loved a woman,1995,3016,4,22,309
bon jovi,bon jovi,17,always,1995,3017,4,13,340
shaggy,shaggy,18,boombastic,1995,3018,37,24,592
nicki french,nicki french,19,total eclipse of the heart,1995,3019,6,26,482
desree,desree,20,you gotta be,1995,3020,14,29,326
michael jackson,michael jackson,21,you are not alone,1995,3021,2,2,339
hootie & the blowfish,hootie & the blowfish,22,hold my hand,1995,3022,4,21,357
the notorious big,the notorious big,23,one more chance,1995,3023,37,19,685
ini kamoze,ini kamoze,24,here comes the hotstepper,1995,3024,24,21,299
soul for real,soul for real,25,candy rain,1995,3025,0,6,134
hootie & the blowfish,hootie & the blowfish,26,let her cry,1995,3026,19,14,389
blessid union of souls,blessid union of souls,27,i believe,1995,3027,4,22,277
tlc,tlc,28,red light special,1995,3028,1,13,363
janet jackson,janet jackson,29,runaway,1995,3029,3,24,223
sheryl crow,sheryl crow,30,strong enough,1995,3030,4,14,157
vanessa williams,vanessa williams,31,colors of the wind,1995,3031,5,5,289
jon b,jon b,32,someone to love,1995,3032,1,21,278
hootie & the blowfish,hootie & the blowfish,33,only wanna be with you,1995,3033,9,8,292
brownstone,brownstone,34,if you love me,1995,3034,2,19,317
martin page,martin page,35,in the house of stone and light,1995,3035,3,5,390
luniz,luniz,36,i got 5 on it,1995,3036,15,20,634
brandy,brandy,37,baby,1995,3037,1,13,368
real mccoy,real mccoy,38,run away,1995,3038,1,17,142
sophie b hawkins,sophie b hawkins,39,as i lay me down,1995,3039,1,13,324
mokenstef,mokenstef,40,hes mine,1995,3040,5,12,353
collective soul,collective soul,41,december,1995,3041,13,1,169
method man featuring mary j blige,method man,42,ill be there for youyoure all i need to get by,1995,3042,NA,NA,NA
method man featuring mary j blige,mary j blige,42,ill be there for youyoure all i need to get by,1995,3042,NA,NA,NA
diana king,diana king,43,shy guy,1995,3043,13,26,503
melissa etheridge,melissa etheridge,44,im the only one,1995,3044,9,6,213
soul for real,soul for real,45,every little thing i do,1995,3045,8,0,439
blackstreet,blackstreet,46,before i let you go,1995,3046,7,27,420
the notorious big,the notorious big,47,big poppa,1995,3047,10,37,624
4:00 PM,4:00 PM,48,sukiyaki,1995,3048,5,7,190
brandy,brandy,49,i wanna be down,1995,3049,3,12,295
boyz ii men,boyz ii men,50,ill make love to you,1995,3050,0,15,285
2pac,2pac,51,dear mama,1995,3051,18,34,667
jamie walters,jamie walters,52,hold on,1995,3052,6,4,203
dr dre,dr dre,53,keep their heads ringin,1995,3053,14,21,757
corona,corona,54,the rhythm of the night,1995,3054,4,6,161
del amitri,del amitri,55,roll to me,1995,3055,7,6,182
michael jackson and janet jackson,michael jackson,56,scream,1995,3056,14,7,228
michael jackson and janet jackson,janet jackson,56,scream,1995,3056,14,7,228
jodeci,jodeci,57,freekn you,1995,3057,NA,NA,NA
skeelo,skeelo,58,i wish,1995,3058,2,20,776
elton john,elton john,59,believe,1995,3059,4,14,138
natalie merchant,natalie merchant,60,carnival,1995,3060,7,13,221
tom petty,tom petty,61,you dont know how it feels,1995,3061,1,1,175
take that,take that,62,back for good,1995,3062,5,11,334
69 boyz,69 boyz,63,tootsee roll,1995,3063,5,6,595
janet jackson,janet jackson,64,you want this,1995,3064,1,18,422
groove theory,groove theory,65,tell me,1995,3065,3,25,310
total featuring the notorious big,total,66,cant you see,1995,3066,5,20,503
total featuring the notorious big,the notorious big,66,cant you see,1995,3066,5,20,503
sheryl crow,sheryl crow,67,all i wanna do,1995,3067,2,23,420
subway featuring 702,subway,68,this lil game we play,1995,3068,8,35,467
subway featuring 702,702,68,this lil game we play,1995,3068,8,35,467
real mccoy,real mccoy,69,come and get your love,1995,3069,1,38,321
bon jovi,bon jovi,70,this aint a love song,1995,3070,31,20,354
madonna,madonna,71,secret,1995,3071,1,8,261
junior mafia featuring the notorious big,junior mafia,72,players anthem,1995,3072,35,22,533
junior mafia featuring the notorious big,the notorious big,72,players anthem,1995,3072,35,22,533
naughty by nature,naughty by nature,73,feel me flow,1995,3073,12,14,396
jade,jade,74,every day of the week,1995,3074,1,19,502
vanessa williams,vanessa williams,75,the sweetest days,1995,3075,4,11,138
20 fingers featuring gillette,20 fingers featuring gillette,76,short dick man,1995,3076,1,1,174
brandy featuring wanya morris,brandy,77,brokenhearted,1995,3077,14,6,214
brandy featuring wanya morris,wanya morris,77,brokenhearted,1995,3077,14,6,214
annie lennox,annie lennox,78,no more i love yous,1995,3078,6,12,206
faith evans,faith evans,79,you used to love me,1995,3079,2,25,256
immature,immature,80,constantly,1995,3080,3,2,273
u2,u2,81,hold me thrill me kiss me kill me,1995,3081,10,10,160
crystal waters,crystal waters,82,100 pure love,1995,3082,4,14,285
raphael saadiq,raphael saadiq,83,ask of you,1995,3083,0,37,488
az,az,84,sugar hill,1995,3084,4,29,463
better than ezra,better than ezra,85,good,1995,3085,1,25,203
dangelo,dangelo,86,brown sugar,1995,3086,1,13,208
gloria estefan,gloria estefan,87,turn the beat around,1995,3087,1,25,292
after 7,after 7,88,til you do me right,1995,3088,10,14,393
bone thugsnharmony,bone thugsnharmony,89,1st of tha month,1995,3089,NA,NA,NA
melissa etheridge,melissa etheridge,90,like the way i do,1995,3090,11,35,317
firehouse,firehouse,91,i live my life for you,1995,3091,0,8,234
stevie b,stevie b,92,dream about you,1995,3092,0,12,246
rednex,rednex,93,cotton eye joe,1995,3093,3,4,341
boyz ii men,boyz ii men,94,thank you,1995,3094,0,39,437
the pretenders,the pretenders,95,ill stand by you,1995,3095,NA,NA,NA
n ii u,n ii u,96,i miss you,1995,3096,21,7,259
da brat,da brat,97,give it 2 you,1995,3097,15,11,394
brandy,brandy,98,best friend,1995,3098,11,34,455
soul asylum,soul asylum,99,misery,1995,3099,9,4,118
van halen,van halen,100,cant stop lovin you,1995,3100,0,15,252
los del r'io,los del r'io,1,macarena bayside boys mix,1996,3101,0,0,311
mariah carey and boyz ii men,mariah carey,2,one sweet day,1996,3102,6,23,205
mariah carey and boyz ii men,boyz ii men,2,one sweet day,1996,3102,6,23,205
celine dion,celine dion,3,because you loved me,1996,3103,6,33,385
the tony rich project,the tony rich project,4,nobody knows,1996,3104,14,10,322
mariah carey,mariah carey,5,always be my baby,1996,3105,5,12,311
tracy chapman,tracy chapman,6,give me one reason,1996,3106,3,4,281
bone thugsnharmony,bone thugsnharmony,7,tha crossroads,1996,3107,NA,NA,NA
donna lewis,donna lewis,8,i love you always forever,1996,3108,1,22,315
toni braxton,toni braxton,9,youre makin me high  let it flow,1996,3109,NA,NA,NA
keith sweat,keith sweat,10,twisted,1996,3110,4,8,196
quad city djs,quad city djs,11,cmon n ride it the train,1996,3111,2,9,551
everything but the girl,everything but the girl,12,missing,1996,3112,30,19,293
alanis morissette,alanis morissette,13,ironic,1996,3113,3,22,260
whitney houston,whitney houston,14,exhale shoop shoop,1996,3114,5,8,143
gin blossoms,gin blossoms,15,follow you down  til i hear it from you,1996,3115,NA,NA,NA
brandy,brandy,16,sittin up in my room,1996,3116,7,5,293
2pac featuring kci & jojo  featuring dr dre,2pac,17,how do u want it  california love,1996,3117,NA,NA,NA
2pac featuring kci & jojo  featuring dr dre,kci,17,how do u want it  california love,1996,3117,NA,NA,NA
2pac featuring kci & jojo  featuring dr dre,jojo,17,how do u want it  california love,1996,3117,NA,NA,NA
2pac featuring kci & jojo  featuring dr dre,dr dre,17,how do u want it  california love,1996,3117,NA,NA,NA
celine dion,celine dion,18,its all coming back to me now,1996,3118,10,31,631
eric clapton,eric clapton,19,change the world,1996,3119,1,7,144
ll cool j,ll cool j,20,hey lover,1996,3120,7,39,558
ll cool j,ll cool j,21,loungin,1996,3121,7,24,459
jann arden,jann arden,22,insensitive,1996,3122,1,8,229
la bouche,la bouche,23,be my lover,1996,3123,0,22,384
goo goo dolls,goo goo dolls,24,name,1996,3124,7,1,186
jewel,jewel,25,who will save your soul,1996,3125,7,24,318
no mercy,no mercy,26,where do you go,1996,3126,5,14,359
r kelly,r kelly,27,i cant sleep baby if i,1996,3127,6,6,209
dishwalla,dishwalla,28,counting blue cars,1996,3128,1,6,218
alanis morissette,alanis morissette,29,you learn  you oughta know,1996,3129,NA,NA,NA
joan osborne,joan osborne,30,one of us,1996,3130,3,16,235
natalie merchant,natalie merchant,31,wonder,1996,3131,2,13,226
mary j blige,mary j blige,32,not gon cry,1996,3132,44,6,492
coolio featuring lv,coolio,33,gangstas paradise,1996,3133,8,15,478
coolio featuring lv,lv,33,gangstas paradise,1996,3133,8,15,478
